,SabioReactionID,Name,Role,Smiles
15645,3752,3'-Phosphoadenosine 5'-phosphosulfate,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OS(O)(=O)=O)C(OP(O)(O)=O)C2(O))
15650,3754,Galactose,Product,OCC1OC(O)C(O)C(O)C1(O)
15651,3754,Digalactosylceramide,Substrate,[*]C(=O)NC(COC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))C(O)C=CCCCCCCCCCCCCC
15652,3754,Galactosylceramide,Product,[*]C(=O)NC(COC1OC(CO)C(O)C(O)C1(O))C(O)C=CCCCCCCCCCCCCC
15653,3754,H2O,Substrate,[H]O[H]
15654,3755,3-Indoleacetonitrile,Product,N#CCc1cnc2ccccc12
15655,3755,Indole-3-acetamide,Substrate,NC(=O)Cc1cnc2ccccc12
15656,3755,H2O,Product,[H]O[H]
15701,3766,H2O,Substrate,[H]O[H]
15702,3766,2-Succinylbenzoate,Substrate,OC(=O)CCC(=O)c1ccccc1(C(O)=O)
15703,3766,"2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate",Product,OC(=O)CCC(=O)C1=CC=CC(O)C1(C(O)=O)
15707,3768,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
15708,3768,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
15709,3768,Phenylethanolamine,Substrate,NCC(O)c1ccccc1
15710,3768,N-Methylphenylethanolamine,Product,CNCC(O)c1ccccc1
15730,3773,AMP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
15731,3773,N6-(delta2-Isopentenyl)-adenosine 5'-monophosphate,Product,CC(C)=CCNc3ncnc1c3(ncn1C2OC(COP(O)(O)=O)C(O)C2(O))
15732,3773,Dimethylallyl diphosphate,Substrate,CC(C)=CCOP(O)(=O)OP(O)(O)=O
15733,3773,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
15744,3777,CMP,Product,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(O)=O)C(O)C2(O)
15745,3777,CDPglycerol,Substrate,NC=1C=CN(C(=O)N=1)C2OC(COP(O)(=O)OP(O)(=O)OCC(O)CO)C(O)C2(O)
15746,3777,(Glycerophosphate)n,Substrate,[*]OCC(O)COP(O)(=O)OCC(O)COP(O)(=O)O[*]
15747,3777,(Glycerophosphate)n,Product,[*]OCC(O)COP(O)(=O)OCC(O)COP(O)(=O)O[*]
15762,3781,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
15763,3781,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
15764,3781,H2O,Substrate,[H]O[H]
15765,3781,N-Hydroxy-2-acetamidofluorene,Product,CC(=O)N(O)c3ccc2c(Cc1ccccc12)c3
15766,3781,H+,Product,[H]
15767,3781,2-Acetamidofluorene,Substrate,CC(=O)Nc1ccc3c(c1)Cc2ccccc23
15768,3782,H2O,Substrate,[H]O[H]
15769,3782,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
15770,3782,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
15771,3782,N-Hydroxy-2-acetamidofluorene,Product,CC(=O)N(O)c3ccc2c(Cc1ccccc12)c3
15772,3782,H+,Product,[H]
15773,3782,2-Acetamidofluorene,Substrate,CC(=O)Nc1ccc3c(c1)Cc2ccccc23
15783,3785,L-Glutamate,Substrate,NC(CCC(O)=O)C(O)=O
15784,3785,3-Phosphonopyruvate,Substrate,OC(=O)C(=O)CP(O)(O)=O
15785,3785,2-Amino-3-phosphonopropanoate,Product,NC(CP(O)(O)=O)C(O)=O
15786,3785,2-Oxoglutarate,Product,OC(=O)CCC(=O)C(O)=O
15787,3786,CO2,Product,O=C=O
15788,3786,Phosphonoacetaldehyde,Product,[H]C(=O)CP(O)(O)=O
15789,3786,3-Phosphonopyruvate,Substrate,OC(=O)C(=O)CP(O)(O)=O
15790,3787,3-Phosphonopyruvate,Substrate,OC(=O)C(=O)CP(O)(O)=O
15791,3787,2-Amino-3-phosphonopropanoate,Product,NC(CP(O)(O)=O)C(O)=O
15835,3798,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
15836,3798,Imidazole acetaldehyde,Substrate,O=CCc1cncn1
15837,3798,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
15838,3798,H2O,Substrate,[H]O[H]
15839,3798,H+,Product,[H]
15840,3798,Imidazole-4-acetate,Product,OC(=O)Cc1cncn1
15890,3808,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
15891,3808,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
15892,3808,"5,8,13,13a-Tetrahydrocolumbamine",Substrate,[H]C23(Cc4ccc(OC)c(OC)c4(CN3(CCc1cc(OC)c(O)cc12)))
15893,3808,Tetrahydropalmatine,Product,[H]C23(Cc4ccc(OC)c(OC)c4(CN3(CCc1cc(OC)c(cc12)OC)))
15915,3814,H2O,Product,[H]O[H]
15916,3814,Protocatechuatealdehyde,Substrate,[H]C(=O)Cc1ccc(O)c(O)c1
15917,3814,(S)-Norlaudanosoline,Product,Oc1ccc(cc1(O))CC3NCCc2cc(O)c(O)cc23
15918,3814,Dopamine,Substrate,NCCc1ccc(O)c(O)c1
15919,3815,H2O,Substrate,[H]O[H]
15920,3815,O2,Substrate,O=O
15921,3815,H2O2,Product,OO
15922,3815,1-Methylnicotinamide,Substrate,C[n+]1cccc(c1)C(N)=O
15923,3815,N1-Methyl-2-pyridone-5-carboxamide,Product,CN1C=C(C=CC1(=O))C(N)=O
15924,3815,N1-Methyl-4-pyridone-5-carboxamide,Product,CN1C=CC(=O)C(=C1)C(N)=O
15930,3817,O2,Substrate,O=O
15931,3817,"2-Hydroxy-6-keto-2,4-heptadienoate",Product,CC(=O)C=CC=C(O)C(O)=O
15932,3817,3-Methylcatechol,Substrate,Cc1cccc(O)c1(O)
15941,3820,H2O,Product,[H]O[H]
15942,3820,3-Indoleacetaldoxime,Substrate,[H]C(Cc1cnc2ccccc12)=NO
15943,3820,3-Indoleacetonitrile,Product,N#CCc1cnc2ccccc12
15950,3822,FAD,Substrate,Cc5cc6N=C1C(=O)NC(=O)N=C1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))
15951,3822,3-Methylcrotonyl-CoA,Product,CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
15952,3822,3-Methylbutanoyl-CoA,Substrate,CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
15953,3822,FADH2,Product,Cc5cc6NC=1C(=O)NC(=O)NC=1N(CC(O)C(O)C(O)COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)c6(cc5(C))
15958,3824,Dihydrolipoamide,Substrate,NC(=O)CCCCC(CCS)S
15959,3824,S-(3-Methylbutanoyl)-dihydrolipoamide,Product,CC(C)CC(=O)SCCC(CCCCC(N)=O)S
15960,3824,Coenzyme A,Product,CC(C)(COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23)C(O)C(=O)NCCC(=O)NCCS
15961,3824,Isovaleryl-CoA,Substrate,CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
15981,3830,H2O,Substrate,[H]O[H]
15982,3830,Penicillin G,Substrate,[H]C23(C(NC(=O)Cc1ccccc1)C(=O)N3(C(C(O)=O)C(C)(C)S2))
15983,3830,2-Phenyl acetate,Product,CC(=O)Oc1ccccc1
15984,3830,6-Aminopenicillanate,Product,[H]C2(N)(C(=O)N1C(C(O)=O)C(C)(C)SC12([H]))
15985,3831,Chondroitin,Substrate,[*]OC2OC(CO)C(O)C(OC1OC(C(O)=O)C([*])C(O)C1(O))C2(NC(C)=O)
15986,3831,Dermatan sulfate,Product,[*]OC1C(O)C(OS(O)(=O)=O)C(OC1(C(O)=O))OC2C(NC(C)=O)C(OC(CO)C2(OS(O)(=O)=O))OC3C(O)C(O)C(OC3(C(O)=O))OC4C(O)C(COS(O)(=O)=O)OC([*])C4(NC(C)=O)
16005,3836,H2O,Product,[H]O[H]
16006,3836,NADPH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
16007,3836,NADP+,Product,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
16008,3836,tRNA(Glu),Product,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23))C5(O)
16009,3836,L-Glutamyl-tRNA(Glu),Substrate,[*]C5OC(CO)C(OP(O)(=O)OCC4OC([*])C(O)C4(OP(O)(=O)OCC1OC(C(OC(=O)C(N)CCC(O)=O)C1(O))n3cnc2c(N)ncnc23))C5(O)
16010,3836,H+,Substrate,[H]
16011,3836,(S)-4-Amino-5-oxopentanoate,Product,[H]C(=O)C(N)CCC(O)=O
16016,3838,H2O,Substrate,[H]O[H]
16017,3838,N-Benzoyl-D-arginine,Product,NC(=N)NCCCC(NC(=O)c1ccccc1)C(O)=O
16018,3838,4-Nitroaniline,Product,Nc1ccc(cc1)[N+](=O)[O-]
16019,3838,N-Benzoyl-D-arginine-4-nitroanilide,Substrate,NC(=N)NCCC[C@@H](NC(=O)c1ccccc1)C(=O)Nc1ccc(cc1)[N+]([O-])=O
16031,3841,O2,Substrate,O=O
16032,3841,2-Hydroxychromene-2-carboxylate,Product,OC(=O)C1(O)(C=Cc2ccccc2(O1))
16033,3841,"Naphthalene-1,2-diol",Substrate,Oc2ccc1ccccc1c2(O)
16056,3848,NH3,Product,[H]N([H])[H]
16057,3848,"5,6,7,8-Tetrahydrofolate",Substrate,[H]C2(CNc1ccc(cc1)C(=O)NC(CCC(O)=O)C(O)=O)(CNC=3N=C(N)NC(=O)C=3(N2))
16058,3848,"5,10-Methylenetetrahydrofolate",Product,[H]C24(CNC=1N=C(N)NC(=O)C=1N4(CN(C2)c3ccc(cc3)C(=O)NC(CCC(O)=O)C(O)=O))
16059,3848,Dihydrolipoylprotein,Product,[*]C(=O)CCCCC(CCS)S
16060,3848,S-Aminomethyldihydrolipoylprotein,Substrate,[*]C(=O)CCCCC(CCS)SCN
16065,3851,NAD+,Product,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
16066,3851,O2,Substrate,O=O
16067,3851,H2O,Product,[H]O[H]
16068,3851,"2,6-Dihydroxypyridine",Substrate,Oc1cccc(O)n1
16069,3851,"2,3,6-Trihydroxypyridine",Product,Oc1ccc(O)c(O)n1
16070,3851,H+,Substrate,[H]
16071,3851,NADH,Substrate,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
16072,3852,H2O,Substrate,[H]O[H]
16073,3852,4-Hydroxy-2-oxo-heptandioate,Product,C(CC(=O)[O-])C(CC(=O)C(=O)[O-])O
16074,3852,2-Oxohept-3-enedioate,Substrate,OC(=O)CCC=CC(=O)C(O)=O
16081,3855,2-Oxohept-3-enedioate,Substrate,OC(=O)CCC=CC(=O)C(O)=O
16082,3855,"2-Hydroxyhepta-2,4-dienedioate",Product,OC(=O)CC=CC=C(O)C(O)=O
16086,3857,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
16087,3857,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
16088,3857,3-Hydroxybenzaldehyde,Product,O=Cc1cccc(O)c1
16089,3857,3-Hydroxybenzyl alcohol,Substrate,OCc1cccc(O)c1
16090,3857,H+,Product,[H]
16091,3858,H2O,Product,[H]O[H]
16092,3858,3-Methylcrotonyl-CoA,Product,CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
16093,3858,3-Hydroxyisovaleryl-CoA,Substrate,CC(C)(O)CC(=O)SCCNC(O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
16094,3859,Phosphate,Product,OP(O)(O)=O
16095,3859,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
16096,3859,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
16097,3859,Hydrogencarbonate,Substrate,OC(=O)[O-]
16098,3859,3-Methylcrotonyl-CoA,Substrate,CC(C)=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
16099,3859,trans-3-Methylglutaconyl-CoA,Product,CC(=CC(O)=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
16100,3860,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
16101,3860,Lithocholic acid,Substrate,[H]C23(CCC1([H])(C4([H])(CCC(C(C)CCC(O)=O)C4(C)(CCC1([H])C3(C)(CCC(O)C2)))))
16102,3860,3-Oxo-5beta-cholanate,Product,[H]C(C)(CCC(O)=O)C2CCC3([H])(C4([H])(CCC1([H])(CC(=O)CCC1(C)C4([H])(CCC23(C)))))
16103,3860,H+,Product,[H]
16104,3860,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
16109,3862,Acetate,Product,CC(O)=O
16110,3862,H2O,Substrate,[H]O[H]
16111,3862,4-Methylumbelliferyl acetate,Substrate,CC(=O)Oc1ccc2C(C)=CC(=O)Oc2(c1)
16112,3862,4-Methylumbelliferone,Product,CC1=CC(=O)Oc2cc(O)ccc12
16120,3864,5-Methylthio-D-ribose,Substrate,CSCC1OC(O)C(O)C1(O)
16121,3864,5-Methylthio-D-ribose 1-phosphate,Product,CSCC1OC(OP(O)(O)=O)C(O)C1(O)
16122,3864,ADP,Product,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O))
16123,3864,ATP,Substrate,Nc3ncnc1c3(ncn1C2OC(COP(O)(=O)OP(O)(=O)OP(O)(O)=O)C(O)C2(O))
16132,3867,Isopenicillin N,Substrate,[H]C2(NC(=O)CCCC(N)C(O)=O)(C(=O)N1C(C(O)=O)C(C)(C)SC12([H]))
16133,3867,Penicillin N,Product,[H]C2(NC(=O)CCCC(N)C(O)=O)(C(=O)N1C(C(O)=O)C(C)(C)SC12([H]))
16134,3868,"N1-(5-Phospho-alpha-D-ribosyl)-5,6-dimethylbenzimidazole",Product,Cc1cc2ncn(c2(cc1(C)))C3OC(COP(O)(O)=O)C(O)C3(O)
16135,3868,Dimethylbenzimidazole,Substrate,Cc1cc2ncnc2(cc1(C))
16136,3868,Nicotinate,Product,OC(=O)c1cccnc1
16137,3868,Nicotinate D-ribonucleotide,Substrate,OC(=O)c1ccc[n+](c1)C2OC(COP(O)(O)=O)C(O)C2(O)
16173,3878,Geranylgeranyl diphosphate,Substrate,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(O)(=O)OP(O)(O)=O
16174,3878,sn-3-O-(Geranylgeranyl)glycerol 1-phosphate,Product,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOCC(O)COP(O)(O)=O
16175,3878,Diphosphate,Product,OP(O)(=O)OP(O)(O)=O
16176,3878,sn-Glyceryl phosphate,Substrate,OCC(O)COP(O)(O)=O
16215,3890,H2O,Product,[H]O[H]
16216,3890,trans-Dodec-2-enoyl-CoA,Product,CCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
16217,3890,(S)-3-Hydroxydodecanoyl-CoA,Substrate,CCCCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
16218,3891,L-Glutamate,Product,NC(CCC(O)=O)C(O)=O
16219,3891,"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate",Product,Nc1c(O)cccc1C(=O)CC(=O)C(O)=O
16220,3891,2-Oxoglutarate,Substrate,OC(=O)CCC(=O)C(O)=O
16221,3891,3-Hydroxy-L-kynurenine,Substrate,NC(CC(=O)c1cccc(O)c1(N))C(O)=O
16225,3893,L-Glutamate,Product,NC(CCC(O)=O)C(O)=O
16226,3893,O-Phospho-L-serine,Substrate,NC(COP(O)(O)=O)C(O)=O
16227,3893,2-Oxoglutarate,Substrate,OC(=O)CCC(=O)C(O)=O
16228,3893,3-Phosphohydroxypyruvate,Product,OC(=O)C(=O)COP(O)(O)=O
16233,3895,H2O,Product,[H]O[H]
16234,3895,delta1-Piperideine-2-carboxylate,Product,OC(=O)C=1CCCCN=1
16235,3895,6-Amino-2-oxohexanoate,Substrate,NCCCCC(=O)C(O)=O
16253,3900,UDP,Product,O=C1C=CN(C(=O)N1)C2OC(COP(O)(=O)OP(O)(O)=O)C(O)C2(O)
16254,3900,"N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide",Product,[*]C(=O)NC(COC5OC(CO)C(OC4OC(CO)C(OC3OC(CO)C(O)C(OC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(NC(C)=O))C(O)C2(NC(C)=O))C3(O))C(O)C4(O))C(O)C5(O))C(O)C=CCCCCCCCCCCCCC
16255,3900,UDP-N-acetyl-D-galactosamine,Substrate,CC(=O)NC3C(O)C(O)C(CO)OC3(OP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(O))N2C=CC(=O)NC2(=O))
16256,3900,Globoside,Substrate,[*]C(=O)NC(COC4OC(CO)C(OC3OC(CO)C(OC2OC(CO)C(O)C(OC1OC(CO)C(O)C(O)C1(NC(C)=O))C2(O))C(O)C3(O))C(O)C4(O))C(O)C=CCCCCCCCCCCCCC
16257,3901,"N-Acetyl-D-galactosaminyl-N-Acetyl-D-galactosaminyl-1,3-D-galactosyl-1,4-D-galactosyl-1,4-D-glucosylceramide",Product,[*]C(=O)NC(COC5OC(CO)C(OC4OC(CO)C(OC3OC(CO)C(O)C(OC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(NC(C)=O))C(O)C2(NC(C)=O))C3(O))C(O)C4(O))C(O)C5(O))C(O)C=CCCCCCCCCCCCCC
16258,3901,H2O,Product,[H]O[H]
16259,3901,N-Acetylgalactosamine,Substrate,CC(=O)NC1C(O)OC(CO)C(O)C1(O)
16260,3901,Globoside,Substrate,[*]C(=O)NC(COC4OC(CO)C(OC3OC(CO)C(OC2OC(CO)C(O)C(OC1OC(CO)C(O)C(O)C1(NC(C)=O))C2(O))C(O)C3(O))C(O)C4(O))C(O)C=CCCCCCCCCCCCCC
16261,3902,H2O,Product,[H]O[H]
16262,3902,Trihexosylceramide,Substrate,[*]C(=O)NC(COC3OC(CO)C(OC2OC(CO)C(OC1OC(CO)C(O)C(O)C1(O))C(O)C2(O))C(O)C3(O))C(O)C=CCCCCCCCCCCCCC
16263,3902,N-Acetylgalactosamine,Substrate,CC(=O)NC1C(O)OC(CO)C(O)C1(O)
16264,3902,Globoside,Product,[*]C(=O)NC(COC4OC(CO)C(OC3OC(CO)C(OC2OC(CO)C(O)C(OC1OC(CO)C(O)C(O)C1(NC(C)=O))C2(O))C(O)C3(O))C(O)C4(O))C(O)C=CCCCCCCCCCCCCC
16275,3905,L-Alanine,Substrate,CC(N)C(O)=O
16276,3905,(S)-Methylmalonate semialdehyde,Substrate,CC(C=O)C(O)=O
16277,3905,L-3-Amino-isobutanoate,Product,CC(CN)C(O)=O
16278,3905,Pyruvate,Product,CC(=O)C(O)=O
16279,3906,L-Glutamate,Product,NC(CCC(O)=O)C(O)=O
16280,3906,(S)-Methylmalonate semialdehyde,Product,CC(C=O)C(O)=O
16281,3906,L-3-Amino-isobutanoate,Substrate,CC(CN)C(O)=O
16282,3906,2-Oxoglutarate,Substrate,OC(=O)CCC(=O)C(O)=O
16287,3908,S-Adenosyl-L-homocysteine,Product,NC(CCSCC1OC(C(O)C1(O))n3cnc2c(N)ncnc23)C(O)=O
16288,3908,S-Adenosyl-L-methionine,Substrate,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1(O))n3cnc2c(N)ncnc23
16289,3908,Protein L-isoaspartate,Substrate,[*]NC(=O)CC(NC([*])=O)C(=O)[O-]
16290,3908,Protein L-isoaspartate methyl ester,Product,[*]NC(=O)CC(NC([*])=O)C(=O)OC
16299,3911,"(2,1-beta-D-Fructosyl)n",Substrate,[*]OCC2(OCC1(O[*])(OC(CO)C(O)C1(O)))(OC(CO)C(O)C2(O))
16300,3911,"(2,1-beta-D-Fructosyl)n",Product,[*]OCC2(OCC1(O[*])(OC(CO)C(O)C1(O)))(OC(CO)C(O)C2(O))
16301,3911,"(2,1-beta-D-Fructosyl)n",Substrate,[*]OCC2(OCC1(O[*])(OC(CO)C(O)C1(O)))(OC(CO)C(O)C2(O))
16302,3911,"(2,1-beta-D-Fructosyl)n",Product,[*]OCC2(OCC1(O[*])(OC(CO)C(O)C1(O)))(OC(CO)C(O)C2(O))
16303,3913,Sucrose,Substrate,OCC2OC(OC1(CO)(OC(CO)C(O)C1(O)))C(O)C(O)C2(O)
16304,3913,Glucose,Product,OCC1OC(O)C(O)C(O)C1(O)
16305,3913,"(2,6-beta-D-Fructosyl)n",Substrate,OCC3OC(CO)(OCC2OC(CO)(OCC1OC(O)(CO)C(O)C1(O))C(O)C2(O))C(O)C3(O)
16306,3913,"(2,6-beta-D-Fructosyl)n",Product,OCC3OC(CO)(OCC2OC(CO)(OCC1OC(O)(CO)C(O)C1(O))C(O)C2(O))C(O)C3(O)
16307,3914,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
16308,3914,H+,Product,[H]
16309,3914,"2,3,4,5-Tetrahydrodipicolinate",Substrate,OC(=O)C1CCCC(=N1)C(O)=O
16310,3914,"L-2,3-Dihydrodipicolinate",Product,OC(=O)C1CC=CC(=N1)C(O)=O
16311,3914,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
16312,3915,H+,Product,[H]
16313,3915,NADPH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
16314,3915,NADP+,Substrate,NC(=O)c1ccc[n+](c1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(OP(O)(O)=O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
16315,3915,"2,3,4,5-Tetrahydrodipicolinate",Substrate,OC(=O)C1CCCC(=N1)C(O)=O
16316,3915,"L-2,3-Dihydrodipicolinate",Product,OC(=O)C1CC=CC(=N1)C(O)=O
16335,3919,NAD+,Substrate,c1cc(c[n+](c1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)n4cnc5c4ncnc5N)O)O)O)O)C(=O)N
16336,3919,2-Methylacetoacetyl-CoA,Product,CC(=O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
16337,3919,"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA",Substrate,CC(O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
16338,3919,H+,Product,[H]
16339,3919,NADH,Product,NC(=O)C=1CC=CN(C=1)C5OC(COP(O)(=O)OP(O)(=O)OCC2OC(C(O)C2(O))n4cnc3c(N)ncnc34)C(O)C5(O)
16340,3920,H2O,Product,[H]O[H]
16341,3920,Tiglyl-CoA,Product,CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
16342,3920,"(2S,3S)-3-Hydroxy-2-methylbutanoyl-CoA",Substrate,CC(O)C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OCC1OC(C(O)C1(OP(O)(O)=O))n3cnc2c(N)ncnc23
